qid,cutoff,judge_arm,question_type,question,gold_answer,generated_answer,correct_votes,majority_label
cc6d1ec1,200,strict,temporal-reasoning,How long had I been bird watching when I attended the bird watching workshop?,Two months,One month,0,WRONG
ccb36322,50,public,single-session-user,What is the name of the music streaming service have I been using lately?,Spotify,Spotify,3,CORRECT
ccb36322,50,strict,single-session-user,What is the name of the music streaming service have I been using lately?,Spotify,Spotify,3,CORRECT
ccb36322,200,public,single-session-user,What is the name of the music streaming service have I been using lately?,Spotify,Spotify,3,CORRECT
ccb36322,200,strict,single-session-user,What is the name of the music streaming service have I been using lately?,Spotify,Spotify,3,CORRECT
ce6d2d27,50,public,knowledge-update,What day of the week do I take a cocktail-making class?,Friday,Thursday,0,WRONG
ce6d2d27,50,strict,knowledge-update,What day of the week do I take a cocktail-making class?,Friday,Thursday,0,WRONG
ce6d2d27,200,public,knowledge-update,What day of the week do I take a cocktail-making class?,Friday,Fridays,3,CORRECT
ce6d2d27,200,strict,knowledge-update,What day of the week do I take a cocktail-making class?,Friday,Fridays,3,CORRECT
ceb54acb,50,public,single-session-assistant,"In our previous chat, you suggested 'sexual compulsions' and a few other options for alternative terms for certain behaviors. Can you remind me what the other four options were?","I suggested 'sexual fixations', 'problematic sexual behaviors', 'sexual impulsivity', and 'compulsive sexuality'.",No information available in memories.,0,WRONG
ceb54acb,50,strict,single-session-assistant,"In our previous chat, you suggested 'sexual compulsions' and a few other options for alternative terms for certain behaviors. Can you remind me what the other four options were?","I suggested 'sexual fixations', 'problematic sexual behaviors', 'sexual impulsivity', and 'compulsive sexuality'.",No information available in memories.,0,WRONG
ceb54acb,200,public,single-session-assistant,"In our previous chat, you suggested 'sexual compulsions' and a few other options for alternative terms for certain behaviors. Can you remind me what the other four options were?","I suggested 'sexual fixations', 'problematic sexual behaviors', 'sexual impulsivity', and 'compulsive sexuality'.",No other options were mentioned.,0,WRONG
ceb54acb,200,strict,single-session-assistant,"In our previous chat, you suggested 'sexual compulsions' and a few other options for alternative terms for certain behaviors. Can you remind me what the other four options were?","I suggested 'sexual fixations', 'problematic sexual behaviors', 'sexual impulsivity', and 'compulsive sexuality'.",No other options were mentioned.,0,WRONG
cf22b7bf,50,public,knowledge-update,How much weight have I lost since I started going to the gym consistently?,10 pounds,5 pounds,0,WRONG
cf22b7bf,50,strict,knowledge-update,How much weight have I lost since I started going to the gym consistently?,10 pounds,5 pounds,0,WRONG
cf22b7bf,200,public,knowledge-update,How much weight have I lost since I started going to the gym consistently?,10 pounds,5 pounds,0,WRONG
cf22b7bf,200,strict,knowledge-update,How much weight have I lost since I started going to the gym consistently?,10 pounds,5 pounds,0,WRONG
d01c6aa8,50,public,temporal-reasoning,How old was I when I moved to the United States?,27,32 years old,0,WRONG
d01c6aa8,50,strict,temporal-reasoning,How old was I when I moved to the United States?,27,32 years old,0,WRONG
d01c6aa8,200,public,temporal-reasoning,How old was I when I moved to the United States?,27,32 years old,0,WRONG
d01c6aa8,200,strict,temporal-reasoning,How old was I when I moved to the United States?,27,32 years old,0,WRONG
d23cf73b,50,public,multi-session,How many different cuisines have I learned to cook or tried out in the past few months?,4,"Ethiopian, Indian, Korean, Thai, vegan",0,WRONG
d23cf73b,50,strict,multi-session,How many different cuisines have I learned to cook or tried out in the past few months?,4,"Ethiopian, Indian, Korean, Thai, vegan",0,WRONG
d23cf73b,200,public,multi-session,How many different cuisines have I learned to cook or tried out in the past few months?,4,"Ethiopian, Indian, Korean, Thai, vegan",0,WRONG
d23cf73b,200,strict,multi-session,How many different cuisines have I learned to cook or tried out in the past few months?,4,"Ethiopian, Indian, Korean, Thai, vegan",0,WRONG
d24813b1,50,public,single-session-preference,I'm thinking of inviting my colleagues over for a small gathering. Any tips on what to bake?,"The user would prefer baking suggestions that take into account their previous success with the lemon poppyseed cake, such as variations of that recipe or other desserts that share similar qualities. They might prefer suggestions that balance impressiveness with manageability, considering their previous experience. The user may not prefer overly complex or unfamiliar recipes, or suggestions that do not build upon their existing baking experience.",Lemon lavender pound cake,3,CORRECT
d24813b1,50,strict,single-session-preference,I'm thinking of inviting my colleagues over for a small gathering. Any tips on what to bake?,"The user would prefer baking suggestions that take into account their previous success with the lemon poppyseed cake, such as variations of that recipe or other desserts that share similar qualities. They might prefer suggestions that balance impressiveness with manageability, considering their previous experience. The user may not prefer overly complex or unfamiliar recipes, or suggestions that do not build upon their existing baking experience.",Lemon lavender pound cake,0,WRONG
d24813b1,200,public,single-session-preference,I'm thinking of inviting my colleagues over for a small gathering. Any tips on what to bake?,"The user would prefer baking suggestions that take into account their previous success with the lemon poppyseed cake, such as variations of that recipe or other desserts that share similar qualities. They might prefer suggestions that balance impressiveness with manageability, considering their previous experience. The user may not prefer overly complex or unfamiliar recipes, or suggestions that do not build upon their existing baking experience.",Lemon lavender pound cake,3,CORRECT
d24813b1,200,strict,single-session-preference,I'm thinking of inviting my colleagues over for a small gathering. Any tips on what to bake?,"The user would prefer baking suggestions that take into account their previous success with the lemon poppyseed cake, such as variations of that recipe or other desserts that share similar qualities. They might prefer suggestions that balance impressiveness with manageability, considering their previous experience. The user may not prefer overly complex or unfamiliar recipes, or suggestions that do not build upon their existing baking experience.",Lemon lavender pound cake,0,WRONG
d3ab962e,50,public,multi-session,What is the total distance of the hikes I did on two consecutive weekends?,8 miles,5 miles + 3 miles = 8 miles,3,CORRECT
d3ab962e,50,strict,multi-session,What is the total distance of the hikes I did on two consecutive weekends?,8 miles,5 miles + 3 miles = 8 miles,3,CORRECT
d3ab962e,200,public,multi-session,What is the total distance of the hikes I did on two consecutive weekends?,8 miles,5 miles + 3 miles = 8 miles,3,CORRECT
d3ab962e,200,strict,multi-session,What is the total distance of the hikes I did on two consecutive weekends?,8 miles,5 miles + 3 miles = 8 miles,3,CORRECT
d52b4f67,50,public,single-session-user,Where did I attend my cousin's wedding?,The Grand Ballroom,Grand Ballroom,3,CORRECT
d52b4f67,50,strict,single-session-user,Where did I attend my cousin's wedding?,The Grand Ballroom,Grand Ballroom,3,CORRECT
d52b4f67,200,public,single-session-user,Where did I attend my cousin's wedding?,The Grand Ballroom,Grand Ballroom,3,CORRECT
d52b4f67,200,strict,single-session-user,Where did I attend my cousin's wedding?,The Grand Ballroom,Grand Ballroom,3,CORRECT
d596882b,50,public,single-session-assistant,"I'm planning another trip to New York City and I was wondering if you could remind me of that vegan eatery you recommended last time, the one with multiple locations throughout the city?",By Chloe,No specific vegan eatery mentioned.,0,WRONG
d596882b,50,strict,single-session-assistant,"I'm planning another trip to New York City and I was wondering if you could remind me of that vegan eatery you recommended last time, the one with multiple locations throughout the city?",By Chloe,No specific vegan eatery mentioned.,0,WRONG
d596882b,200,public,single-session-assistant,"I'm planning another trip to New York City and I was wondering if you could remind me of that vegan eatery you recommended last time, the one with multiple locations throughout the city?",By Chloe,No specific vegan eatery with multiple locations was mentioned in the memories.,0,WRONG
d596882b,200,strict,single-session-assistant,"I'm planning another trip to New York City and I was wondering if you could remind me of that vegan eatery you recommended last time, the one with multiple locations throughout the city?",By Chloe,No specific vegan eatery with multiple locations was mentioned in the memories.,0,WRONG
d6062bb9,50,public,multi-session,What is the total number of views on my most popular videos on YouTube and TikTok?,"1,998","1,456 views",0,WRONG
d6062bb9,50,strict,multi-session,What is the total number of views on my most popular videos on YouTube and TikTok?,"1,998","1,456 views",0,WRONG
d6062bb9,200,public,multi-session,What is the total number of views on my most popular videos on YouTube and TikTok?,"1,998","1,456 views",0,WRONG
d6062bb9,200,strict,multi-session,What is the total number of views on my most popular videos on YouTube and TikTok?,"1,998","1,456 views",0,WRONG
