key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,has_active_entity,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-4B::d682f1a2::fact_ad724d1e50381775,Qwen3-4B,d682f1a2,multi-session,fact_ad724d1e50381775,"The assistant advised lighting up the condo by opening curtains and blinds, replacing heavy drapes, and using brighter light bulbs to create a welcoming and airy atmosphere as of May 28, 2023.",multi_session_lazy_only,lighting | curtains | blinds | brighter bulbs,,False,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact describes a set of recommendations for improving lighting in a condo, but does not reference any specific, reusable person, place, organization, named product, titled work, or named event. The extracted entities (e.g., 'curtains', 'blinds', 'brighter bulbs', 'lighting') are general features or actions, not named or reusable entities. Since there are no active entity keys and no salient expected entities are present, neither precision nor recall applies."
Qwen3-4B::77eafa52::fact_cdd167505984a585,Qwen3-4B,77eafa52,multi-session,fact_cdd167505984a585,"The user noted that tablet ordering allows employees at Coffee Rock Bagel to focus more on the bagel-making process, leading to a more efficient production workflow.",multi_session_lazy_only,Coffee Rock Bagel | employees | bagel-making process,,False,Coffee Rock Bagel | bagel-making process | employees,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, yet there are three salient expected entities: 'Coffee Rock Bagel', 'bagel-making process', and 'employees'. Since no expected entity is covered by active keys, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::d905b33f::fact_3e634cf76018e6b9,Qwen3-4B,d905b33f,multi-session,fact_3e634cf76018e6b9,The user currently feeds their fish twice a day and is considering increasing the frequency due to the addition of 3 Neon Tetras.,multi_session_lazy_only,feeding schedule | Neon Tetras | fish tank,,False,Neon Tetras | feeding schedule | fish tank,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact references three salient expected entities: 'Neon Tetras', 'feeding schedule', and 'fish tank'. Since no expected entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::681a1674::fact_e403ebe9d8cd0e7c,Qwen3-4B,681a1674,multi-session,fact_e403ebe9d8cd0e7c,"The assistant emphasized that the landing page should feature a strong headline to clearly communicate what the visitor will receive in exchange for their contact information, with supporting copy that explains the benefits of the sample program.",multi_session_lazy_only,headline | supporting copy | benefits | sample program | visitor,,False,sample program | headline | supporting copy,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, despite multiple salient expected entities being explicitly mentioned in the fact. The expected entities 'sample program', 'headline', and 'supporting copy' are all explicitly supported and reusable in a long-term memory context. Since no active keys are present, recall fails. Precision is not applicable as there are no active keys to evaluate."
Qwen3-4B::28dc39ac::fact_1e610039afb16ba7,Qwen3-4B,28dc39ac,multi-session,fact_1e610039afb16ba7,"The Utility Dress from Uniqlo's Utility Chic collection is available in khaki, navy, olive, black, and light beige colors.",multi_session_lazy_only,Utility Dress | Uniqlo | Utility Chic collection | khaki | navy | olive | black | light beige,,False,Utility Dress | Uniqlo | Utility Chic collection,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The expected entities are clearly supported by the fact: 'Utility Dress' is the product, 'Uniqlo' is the brand, and 'Utility Chic collection' is the named product line. The colors (khaki, navy, etc.) are attributes, not expected entities. Since no entity keys are active, the audit is not applicable."
Qwen3-4B::4f54b7c9::fact_11df4e28f9bdfe0c,Qwen3-4B,4f54b7c9,multi-session,fact_11df4e28f9bdfe0c,"The assistant notes that the best approach for the user will depend on their specific needs and goals, and suggests experimenting with different tools and techniques to find the optimal solution.",multi_session_lazy_only,specific needs | specific goals | experimentation | tools | techniques,,False,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact is generic and advisory in nature, discussing general strategies for problem-solving without referencing any specific, reusable entity such as a person, place, organization, product, work, or named event. The extracted and normalized keys (e.g., 'specific needs', 'specific goals', 'experimentation', 'tools', 'techniques') are abstract concepts or process-oriented terms, not concrete, reusable entities. Since no expected entity is salient and no active keys are present, neither precision nor recall applies. The audit stratum indicates a lazy, multi-session context, which further supports that no long-term memory scope is warranted."
Qwen3-4B::efc3f7c2::fact_dfb04115923cf84f,Qwen3-4B,efc3f7c2,multi-session,fact_dfb04115923cf84f,"The assistant recommended limiting caffeine intake from coffee and tea in the afternoon and avoiding alcohol in the evening to improve sleep quality on May 23, 2023.",multi_session_lazy_only,caffeine | alcohol | afternoon | evening,,False,caffeine | alcohol | sleep quality,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. The expected entities 'caffeine' and 'alcohol' are explicitly mentioned and salient, and 'sleep quality' is a key outcome referenced in the fact. However, none of these are active, so recall fails. The date 'May 23, 2023' is not a named event, so it does not qualify as an expected entity."
Qwen3-4B::85fa3a3f::fact_f8a7805a1bd0c5f1,Qwen3-4B,85fa3a3f,multi-session,fact_f8a7805a1bd0c5f1,Farmers worldwide are implementing conservation tillage as a sustainable land management practice to promote soil health and reduce erosion.,multi_session_lazy_only,conservation tillage | farmers | soil health | erosion,,False,conservation tillage | farmers | soil health,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet there are salient expected entities (conservation tillage, farmers, soil health) that should be tracked. The absence of any active keys means recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::2318644b::fact_912cc9fe460422c0,Qwen3-4B,2318644b,multi-session,fact_912cc9fe460422c0,"The assistant provided the example of a goal-related mantra: 'I am capable of running 3 miles without stopping.' on May 20, 2023 (Saturday) at 21:48 PM UTC+00:00.",multi_session_lazy_only,goal-related mantra | running | 3 miles,,False,goal-related mantra | running | 3 miles,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly references three salient expected entities: 'goal-related mantra', 'running', and '3 miles'—all of which are reusable, specific, and semantically meaningful. Since none are active, recall fails. The candidate states are all 'lazy', indicating no active routing, which aligns with the audit stratum but does not justify missing the expected entities."
Qwen3-4B::77eafa52::fact_566f3f27aa7d91f7,Qwen3-4B,77eafa52,multi-session,fact_566f3f27aa7d91f7,The assistant recommended checking the oil change sticker located on the upper driver-side corner of the windshield or on the inside of the driver-side doorjamb to determine the date and mileage of the last oil change and the recommended next interval.,multi_session_lazy_only,oil change sticker | windshield | doorjamb | mileage | date,,False,oil change sticker | windshield | doorjamb,NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions three salient physical locations where the oil change sticker may be found: the upper driver-side corner of the windshield and the inside of the driver-side doorjamb. These are reusable, specific entities that could form useful long-term memory scopes. The 'mileage' and 'date' are attributes of the sticker, not standalone entities. Since no active_entity_keys are present, recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate."
Qwen3-4B::gpt4_ab202e7f::fact_73d4d5a25cd2588d,Qwen3-4B,gpt4_ab202e7f,multi-session,fact_73d4d5a25cd2588d,"The assistant lists Queensboro Tennis Center in Flushing Meadows Corona Park, Queens as a recommended tennis court with 11 hard courts, 3 clay courts, and 1 practice wall, and phone number (718) 760-6200.",multi_session_lazy_only,"Queensboro Tennis Center | Flushing Meadows Corona Park, Queens | 11 hard courts | 3 clay courts | 1 practice wall | (718) 760-6200",,False,"Queensboro Tennis Center | Flushing Meadows Corona Park, Queens",NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the salient expected entities—Queensboro Tennis Center and Flushing Meadows Corona Park, Queens—are not covered by any active keys, resulting in a recall FAIL. The candidate states are all marked 'lazy', indicating no active routing, which explains the lack of coverage."
Qwen3-4B::edced276_abs::fact_8a965686d3526d9b,Qwen3-4B,edced276_abs,multi-session,fact_8a965686d3526d9b,"The assistant mentioned that having a support system such as friends, family, other musicians, or professional help can assist artists in overcoming negativity and regaining confidence.",multi_session_lazy_only,support system | friends | family | other musicians | professional help | confidence,,False,support system | family | friends | other musicians | professional help,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet multiple salient expected entities are explicitly supported by the fact. The absence of any active keys means recall fails, as no expected entity is covered. Precision is not applicable since there are no active keys to evaluate."
